"Ch1","Ch2","Ch3","Ch4","No"
0.108,0.332,0.28,0.28,2719
0.084,0.098,0.6,0.218,2720
0.21,0.096,0.202,0.492,2721
0.29,0.132,0.066,0.512,2722
0.054,0.108,0.26,0.578,2723
0.1,0.262,0.064,0.574,2724
0.548,0.112,0.086,0.254,2725
0.126,0.412,0.044,0.418,2726
0.1,0.266,0.216,0.418,2727
0.378,0.342,0.064,0.216,2728
0.304,0.532,0.058,0.106,2729
0.102,0.08,0.196,0.622,2730
0.08,0.248,0.082,0.59,2731
0.408,0.056,0.06,0.476,2732
0.24,0.352,0.056,0.352,2733
0.08,0.068,0.478,0.374,2734
0.08,0.256,0.08,0.584,2735
0.144,0.408,0.07,0.378,2736
0.076,0.194,0.452,0.278,2737
0.154,0.068,0.446,0.332,2738
0.662,0.092,0.066,0.18,2739
0.138,0.712,0.072,0.078,2740
0.092,0.12,0.408,0.38,2741
0.092,0.084,0.438,0.386,2742
0.066,0.446,0.178,0.31,2743
0.066,0.524,0.184,0.226,2744
0.114,0.078,0.488,0.32,2745
0.472,0.166,0.082,0.28,2746
0.05,0.57,0.19,0.19,2747
0.052,0.526,0.232,0.19,2748
0.148,0.368,0.178,0.306,2749
0.08,0.164,0.452,0.304,2750
0.084,0.194,0.424,0.298,2751
0.124,0.088,0.408,0.38,2752
0.064,0.3,0.464,0.172,2753
0.45,0.054,0.38,0.116,2754
0.078,0.14,0.44,0.342,2755
0.394,0.224,0.068,0.314,2756
0.122,0.176,0.284,0.418,2757
0.072,0.368,0.304,0.256,2758
0.184,0.166,0.52,0.13,2759
0.072,0.152,0.612,0.164,2760
0.518,0.168,0.09,0.224,2761
0.418,0.092,0.152,0.338,2762
0.236,0.516,0.09,0.158,2763
0.416,0.202,0.114,0.268,2764
0.162,0.312,0.094,0.432,2765
0.352,0.096,0.254,0.298,2766
0.252,0.282,0.074,0.392,2767
0.21,0.448,0.182,0.16,2768
0.108,0.186,0.266,0.44,2769
0.1,0.166,0.488,0.246,2770
0.148,0.104,0.366,0.382,2771
0.074,0.09,0.562,0.274,2772
0.106,0.526,0.106,0.262,2773
0.522,0.162,0.16,0.156,2774
0.096,0.144,0.456,0.304,2775
0.128,0.218,0.276,0.378,2776
0.19,0.108,0.13,0.572,2777
0.1,0.45,0.106,0.344,2778
0.34,0.174,0.168,0.318,2779
0.196,0.432,0.126,0.246,2780
0.212,0.09,0.09,0.608,2781
0.266,0.268,0.078,0.388,2782
0.074,0.304,0.254,0.368,2783
0.148,0.178,0.118,0.556,2784
0.26,0.356,0.104,0.28,2785
0.166,0.088,0.17,0.576,2786
0.198,0.302,0.078,0.422,2787
0.124,0.28,0.1,0.496,2788
0.134,0.112,0.346,0.408,2789
0.182,0.08,0.114,0.624,2790
0.092,0.16,0.19,0.558,2791
0.168,0.268,0.108,0.456,2792
0.078,0.326,0.338,0.258,2793
0.136,0.128,0.324,0.412,2794
0.166,0.616,0.108,0.11,2795
0.096,0.296,0.278,0.33,2796
0.086,0.542,0.246,0.126,2797
0.614,0.176,0.084,0.126,2798
0.5,0.228,0.14,0.132,2799
0.456,0.162,0.114,0.268,2800
0.622,0.112,0.076,0.19,2801
0.06,0.188,0.598,0.154,2802
0.5,0.168,0.188,0.144,2803
0.492,0.122,0.168,0.218,2804
0.236,0.484,0.094,0.186,2805
0.122,0.586,0.118,0.174,2806
0.184,0.496,0.106,0.214,2807
0.096,0.564,0.114,0.226,2808
0.566,0.178,0.11,0.146,2809
0.112,0.452,0.318,0.118,2810
0.138,0.572,0.096,0.194,2811
0.476,0.14,0.112,0.272,2812
0.12,0.578,0.12,0.182,2813
0.126,0.218,0.456,0.2,2814
0.102,0.46,0.142,0.296,2815
0.112,0.118,0.418,0.352,2816
0.214,0.114,0.548,0.124,2817
0.12,0.41,0.314,0.156,2818
0.19,0.404,0.158,0.248,2819
0.532,0.114,0.23,0.124,2820
0.256,0.258,0.182,0.304,2821
0.19,0.138,0.248,0.424,2822
0.114,0.438,0.316,0.132,2823
0.206,0.16,0.182,0.452,2824
0.37,0.194,0.102,0.334,2825
0.17,0.316,0.12,0.394,2826
0.212,0.386,0.178,0.224,2827
0.416,0.146,0.27,0.168,2828
0.42,0.126,0.31,0.144,2829
0.142,0.164,0.362,0.332,2830
0.23,0.094,0.478,0.198,2831
0.128,0.172,0.206,0.494,2832
0.18,0.126,0.1,0.594,2833
0.126,0.178,0.13,0.566,2834
0.14,0.142,0.55,0.168,2835
0.212,0.454,0.092,0.242,2836
0.102,0.09,0.65,0.158,2837
0.328,0.104,0.158,0.41,2838
0.096,0.09,0.402,0.412,2839
0.138,0.576,0.088,0.198,2840
0.082,0.284,0.528,0.106,2841
0.104,0.188,0.256,0.452,2842
0.182,0.508,0.118,0.192,2843
0.152,0.09,0.318,0.44,2844
0.148,0.094,0.15,0.608,2845
0.124,0.218,0.14,0.518,2846
0.128,0.49,0.082,0.3,2847
0.11,0.1,0.106,0.684,2848
0.488,0.098,0.1,0.314,2849
0.09,0.24,0.318,0.352,2850
0.344,0.204,0.21,0.242,2851
0.13,0.422,0.166,0.282,2852
0.094,0.308,0.44,0.158,2853
0.17,0.182,0.28,0.368,2854
0.164,0.17,0.268,0.398,2855
0.312,0.228,0.178,0.282,2856
0.22,0.186,0.314,0.28,2857
0.202,0.152,0.3,0.346,2858
0.122,0.256,0.462,0.16,2859
0.166,0.276,0.252,0.306,2860
0.132,0.282,0.184,0.402,2861
0.254,0.146,0.286,0.314,2862
0.208,0.234,0.24,0.318,2863
0.22,0.258,0.164,0.358,2864
0.212,0.536,0.16,0.092,2865
0.452,0.298,0.132,0.118,2866
0.278,0.246,0.236,0.24,2867
0.196,0.21,0.244,0.35,2868
0.24,0.328,0.14,0.292,2869
0.45,0.132,0.16,0.258,2870
0.18,0.296,0.15,0.374,2871
0.252,0.194,0.144,0.41,2872
0.444,0.142,0.114,0.3,2873
0.168,0.538,0.102,0.192,2874
0.128,0.19,0.472,0.21,2875
0.322,0.202,0.144,0.332,2876
0.17,0.362,0.124,0.344,2877
0.136,0.29,0.206,0.368,2878
0.556,0.106,0.112,0.226,2879
0.264,0.198,0.144,0.394,2880
0.322,0.128,0.278,0.272,2881
0.096,0.198,0.246,0.46,2882
0.306,0.296,0.168,0.23,2883
0.12,0.448,0.27,0.162,2884
0.104,0.252,0.334,0.31,2885
0.238,0.26,0.318,0.184,2886
0.17,0.174,0.156,0.5,2887
0.288,0.19,0.122,0.4,2888
0.612,0.164,0.1,0.124,2889
0.142,0.23,0.194,0.434,2890
0.102,0.164,0.182,0.552,2891
0.118,0.524,0.284,0.074,2892
0.098,0.56,0.238,0.104,2893
0.204,0.138,0.258,0.4,2894
0.13,0.62,0.104,0.146,2895
0.1,0.33,0.14,0.43,2896
0.118,0.25,0.27,0.362,2897
0.096,0.664,0.16,0.08,2898
0.534,0.21,0.114,0.142,2899
0.174,0.228,0.174,0.424,2900
0.5,0.23,0.152,0.118,2901
0.11,0.662,0.104,0.124,2902
0.646,0.136,0.1,0.118,2903
0.184,0.154,0.572,0.09,2904
0.148,0.572,0.092,0.188,2905
0.154,0.22,0.212,0.414,2906
0.136,0.146,0.288,0.43,2907
0.466,0.14,0.114,0.28,2908
0.074,0.19,0.454,0.282,2909
0.25,0.248,0.132,0.37,2910
0.092,0.536,0.116,0.256,2911
0.118,0.26,0.356,0.266,2912
0.166,0.1,0.444,0.29,2913
0.344,0.08,0.284,0.292,2914
0.526,0.09,0.224,0.16,2915
0.116,0.154,0.408,0.322,2916
0.442,0.088,0.106,0.364,2917
0.132,0.102,0.204,0.562,2918
0.526,0.126,0.1,0.248,2919
0.55,0.13,0.072,0.248,2920
0.31,0.06,0.458,0.172,2921
0.42,0.088,0.154,0.338,2922
0.48,0.116,0.092,0.312,2923
0.412,0.11,0.116,0.362,2924
0.532,0.062,0.14,0.266,2925
0.11,0.074,0.224,0.592,2926
0.28,0.218,0.228,0.274,2927
0.164,0.364,0.07,0.402,2928
0.39,0.076,0.218,0.316,2929
0.096,0.236,0.474,0.194,2930
0.08,0.178,0.374,0.368,2931
0.198,0.334,0.214,0.254,2932
0.096,0.326,0.318,0.26,2933
0.082,0.28,0.108,0.53,2934
0.15,0.098,0.284,0.468,2935
0.078,0.096,0.36,0.466,2936
0.06,0.522,0.128,0.29,2937
0.31,0.156,0.092,0.442,2938
0.272,0.1,0.162,0.466,2939
0.31,0.286,0.088,0.316,2940
0.244,0.12,0.222,0.414,2941
0.126,0.08,0.156,0.638,2942
0.26,0.406,0.084,0.25,2943
0.066,0.094,0.102,0.738,2944
0.52,0.058,0.128,0.294,2945
0.174,0.286,0.418,0.122,2946
0.186,0.278,0.258,0.278,2947
0.324,0.13,0.354,0.192,2948
0.236,0.122,0.168,0.474,2949
0.276,0.426,0.162,0.136,2950
0.224,0.232,0.124,0.42,2951
0.162,0.39,0.134,0.314,2952
0.168,0.264,0.118,0.45,2953
0.124,0.164,0.478,0.234,2954
0.38,0.15,0.234,0.236,2955
0.088,0.264,0.218,0.43,2956
0.188,0.168,0.17,0.474,2957
0.22,0.198,0.222,0.36,2958
0.332,0.184,0.076,0.408,2959
0.154,0.196,0.094,0.556,2960
0.19,0.3,0.208,0.302,2961
0.246,0.148,0.184,0.422,2962
0.394,0.148,0.254,0.204,2963
0.33,0.158,0.17,0.342,2964
0.218,0.144,0.474,0.164,2965
0.244,0.108,0.114,0.534,2966
0.35,0.216,0.122,0.312,2967
0.23,0.12,0.24,0.41,2968
0.218,0.108,0.13,0.544,2969
0.084,0.2,0.122,0.594,2970
0.144,0.414,0.216,0.226,2971
0.134,0.112,0.386,0.368,2972
0.128,0.15,0.15,0.572,2973
0.16,0.54,0.094,0.206,2974
0.518,0.17,0.128,0.184,2975
0.114,0.534,0.096,0.256,2976
0.096,0.234,0.504,0.166,2977
0.1,0.5,0.098,0.302,2978
0.144,0.26,0.154,0.442,2979
0.358,0.3,0.158,0.184,2980
0.412,0.158,0.114,0.316,2981
0.302,0.186,0.21,0.302,2982
0.198,0.13,0.486,0.186,2983
0.23,0.548,0.062,0.16,2984
0.432,0.17,0.092,0.306,2985
0.574,0.12,0.096,0.21,2986
0.214,0.334,0.108,0.344,2987
0.174,0.144,0.106,0.576,2988
0.196,0.18,0.448,0.176,2989
0.124,0.104,0.476,0.296,2990
0.104,0.344,0.122,0.43,2991
0.078,0.466,0.232,0.224,2992
0.092,0.518,0.158,0.232,2993
0.226,0.112,0.076,0.586,2994
0.404,0.132,0.1,0.364,2995
0.098,0.472,0.254,0.176,2996
0.088,0.212,0.084,0.616,2997
0.45,0.118,0.222,0.21,2998
0.138,0.46,0.098,0.304,2999
0.474,0.096,0.22,0.21,3000
0.08,0.104,0.26,0.556,3001
0.212,0.076,0.262,0.45,3002
0.542,0.122,0.1,0.236,3003
0.34,0.11,0.238,0.312,3004
0.084,0.136,0.322,0.458,3005
0.604,0.154,0.092,0.15,3006
0.638,0.122,0.15,0.09,3007
0.14,0.364,0.08,0.416,3008
0.182,0.358,0.112,0.348,3009
0.282,0.192,0.12,0.406,3010
0.148,0.564,0.17,0.118,3011
0.08,0.43,0.29,0.2,3012
0.126,0.442,0.112,0.32,3013
0.07,0.556,0.142,0.232,3014
0.23,0.154,0.11,0.506,3015
0.094,0.214,0.23,0.462,3016
0.328,0.158,0.096,0.418,3017
0.55,0.106,0.112,0.232,3018
0.224,0.074,0.278,0.424,3019
0.124,0.678,0.116,0.082,3020
0.07,0.352,0.49,0.088,3021
0.106,0.39,0.084,0.42,3022
0.442,0.216,0.092,0.25,3023
0.648,0.14,0.132,0.08,3024
0.092,0.1,0.366,0.442,3025
0.35,0.23,0.074,0.346,3026
0.08,0.654,0.198,0.068,3027
0.106,0.074,0.054,0.766,3028
0.444,0.078,0.092,0.386,3029
0.074,0.508,0.1,0.318,3030
0.06,0.714,0.152,0.074,3031
0.158,0.074,0.446,0.322,3032
0.062,0.096,0.57,0.272,3033
0.06,0.128,0.148,0.664,3034
0.062,0.056,0.554,0.328,3035
0.068,0.058,0.082,0.792,3036
0.118,0.084,0.07,0.728,3037
0.082,0.088,0.666,0.164,3038
0.068,0.19,0.616,0.126,3039
0.108,0.752,0.052,0.088,3040
0.244,0.176,0.102,0.478,3041
0.094,0.112,0.482,0.312,3042
0.14,0.074,0.482,0.304,3043
0.062,0.09,0.668,0.18,3044
0.28,0.13,0.102,0.488,3045
0.08,0.186,0.6,0.134,3046
0.132,0.09,0.396,0.382,3047
0.182,0.29,0.152,0.376,3048
0.216,0.158,0.102,0.524,3049
0.1,0.294,0.176,0.43,3050
0.14,0.12,0.19,0.55,3051
0.092,0.114,0.522,0.272,3052
0.122,0.124,0.366,0.388,3053
0.098,0.156,0.136,0.61,3054
0.556,0.11,0.128,0.206,3055
0.132,0.118,0.452,0.298,3056
0.252,0.098,0.144,0.506,3057
0.474,0.076,0.116,0.334,3058
0.196,0.188,0.128,0.488,3059
0.238,0.18,0.13,0.452,3060
0.512,0.174,0.13,0.184,3061
0.544,0.144,0.104,0.208,3062
0.17,0.162,0.48,0.188,3063
0.142,0.394,0.154,0.31,3064
0.19,0.234,0.168,0.408,3065
0.276,0.346,0.112,0.266,3066
0.192,0.2,0.26,0.348,3067
0.5,0.184,0.118,0.198,3068
0.172,0.172,0.174,0.482,3069
0.156,0.182,0.28,0.382,3070
0.142,0.358,0.148,0.352,3071
0.104,0.258,0.116,0.522,3072
0.212,0.266,0.16,0.362,3073
0.13,0.18,0.324,0.366,3074
0.21,0.108,0.144,0.538,3075
0.168,0.09,0.4,0.342,3076
0.4,0.16,0.234,0.206,3077
0.118,0.236,0.352,0.294,3078
0.098,0.59,0.092,0.22,3079
0.144,0.126,0.464,0.266,3080
0.244,0.142,0.308,0.306,3081
0.498,0.132,0.228,0.142,3082
0.304,0.09,0.252,0.354,3083
0.074,0.258,0.548,0.12,3084
0.502,0.086,0.134,0.278,3085
0.602,0.134,0.072,0.192,3086
0.074,0.13,0.55,0.246,3087
0.402,0.09,0.352,0.156,3088
0.218,0.26,0.11,0.412,3089
0.14,0.24,0.166,0.454,3090
0.618,0.132,0.09,0.16,3091
0.138,0.084,0.572,0.206,3092
0.082,0.604,0.092,0.222,3093
0.086,0.07,0.69,0.154,3094
0.278,0.278,0.178,0.266,3095
0.174,0.212,0.396,0.218,3096
0.402,0.13,0.146,0.322,3097
0.218,0.294,0.12,0.368,3098
0.398,0.254,0.118,0.23,3099
0.092,0.36,0.178,0.37,3100
0.214,0.134,0.238,0.414,3101
0.234,0.314,0.106,0.346,3102
0.168,0.092,0.532,0.208,3103
0.098,0.28,0.334,0.288,3104
0.142,0.144,0.246,0.468,3105
0.414,0.108,0.3,0.178,3106
0.61,0.1,0.1,0.19,3107
0.132,0.076,0.574,0.218,3108
0.104,0.226,0.346,0.324,3109
0.106,0.246,0.27,0.378,3110
0.1,0.284,0.412,0.204,3111
0.098,0.352,0.238,0.312,3112
0.256,0.404,0.168,0.172,3113
0.096,0.266,0.198,0.44,3114
0.408,0.242,0.184,0.166,3115
0.28,0.166,0.122,0.432,3116
0.45,0.3,0.158,0.092,3117
0.086,0.656,0.114,0.144,3118
0.074,0.102,0.498,0.326,3119
0.28,0.09,0.238,0.392,3120
0.112,0.138,0.498,0.252,3121
0.604,0.2,0.07,0.126,3122
0.252,0.182,0.136,0.43,3123
0.08,0.138,0.638,0.144,3124
0.5,0.1,0.174,0.226,3125
0.178,0.2,0.098,0.524,3126
0.304,0.318,0.086,0.292,3127
0.432,0.344,0.086,0.138,3128
0.318,0.14,0.186,0.356,3129
0.574,0.074,0.094,0.258,3130
0.148,0.316,0.11,0.426,3131
0.21,0.078,0.476,0.236,3132
0.1,0.128,0.612,0.16,3133
0.196,0.124,0.368,0.312,3134
0.202,0.412,0.072,0.314,3135
0.246,0.136,0.386,0.232,3136
0.26,0.144,0.374,0.222,3137
0.142,0.446,0.136,0.276,3138
0.198,0.098,0.298,0.406,3139
0.136,0.352,0.192,0.32,3140
0.182,0.16,0.35,0.308,3141
0.188,0.242,0.234,0.336,3142
0.094,0.538,0.178,0.19,3143
0.134,0.512,0.142,0.212,3144
0.142,0.316,0.392,0.15,3145
0.158,0.246,0.398,0.198,3146
0.158,0.384,0.21,0.248,3147
0.098,0.562,0.206,0.134,3148
0.08,0.22,0.524,0.176,3149
0.164,0.306,0.4,0.13,3150
0.14,0.288,0.46,0.112,3151
0.282,0.122,0.358,0.238,3152
0.206,0.486,0.21,0.098,3153
0.298,0.434,0.098,0.17,3154
0.13,0.648,0.096,0.126,3155
0.19,0.328,0.096,0.386,3156
0.266,0.192,0.14,0.402,3157
0.286,0.122,0.18,0.412,3158
0.436,0.192,0.182,0.19,3159
0.142,0.304,0.132,0.422,3160
0.424,0.152,0.136,0.288,3161
0.502,0.16,0.14,0.198,3162
0.504,0.092,0.178,0.226,3163
0.256,0.302,0.124,0.318,3164
0.478,0.16,0.106,0.256,3165
0.126,0.628,0.114,0.132,3166
0.58,0.088,0.11,0.222,3167
0.272,0.128,0.17,0.43,3168
0.216,0.142,0.462,0.18,3169
0.108,0.26,0.122,0.51,3170
0.118,0.446,0.164,0.272,3171
0.102,0.576,0.104,0.218,3172
0.462,0.124,0.1,0.314,3173
0.114,0.182,0.232,0.472,3174
0.104,0.176,0.522,0.198,3175
0.15,0.2,0.22,0.43,3176
0.188,0.646,0.056,0.11,3177
0.084,0.582,0.2,0.134,3178
0.264,0.332,0.274,0.13,3179
0.122,0.3,0.22,0.358,3180
0.29,0.24,0.098,0.372,3181
0.134,0.266,0.446,0.154,3182
0.12,0.184,0.3,0.396,3183
0.242,0.168,0.19,0.4,3184
0.184,0.202,0.212,0.402,3185
0.28,0.432,0.18,0.108,3186
0.33,0.498,0.066,0.106,3187
0.282,0.184,0.126,0.408,3188
0.106,0.654,0.084,0.156,3189
0.186,0.462,0.048,0.304,3190
0.08,0.202,0.298,0.42,3191
0.168,0.132,0.318,0.382,3192
0.138,0.446,0.216,0.2,3193
0.31,0.24,0.086,0.364,3194
0.188,0.14,0.266,0.406,3195
0.36,0.248,0.114,0.278,3196
0.182,0.274,0.162,0.382,3197
0.184,0.342,0.158,0.316,3198
0.234,0.262,0.22,0.284,3199
0.094,0.296,0.264,0.346,3200
0.08,0.262,0.252,0.406,3201
0.364,0.166,0.09,0.38,3202
0.252,0.15,0.386,0.212,3203
0.116,0.262,0.254,0.368,3204
0.632,0.122,0.096,0.15,3205
0.168,0.302,0.226,0.304,3206
0.136,0.298,0.09,0.476,3207
0.278,0.216,0.138,0.368,3208
0.154,0.228,0.284,0.334,3209
0.388,0.196,0.122,0.294,3210
0.2,0.21,0.202,0.388,3211
0.334,0.204,0.136,0.326,3212
0.498,0.182,0.074,0.246,3213
0.062,0.054,0.644,0.24,3214
0.334,0.11,0.122,0.434,3215
0.426,0.19,0.078,0.306,3216
0.098,0.102,0.502,0.298,3217
0.072,0.11,0.626,0.192,3218
0.586,0.07,0.244,0.1,3219
0.268,0.12,0.112,0.5,3220
0.69,0.178,0.058,0.074,3221
0.06,0.726,0.154,0.06,3222
0.086,0.08,0.208,0.626,3223
0.098,0.734,0.068,0.1,3224
0.596,0.182,0.036,0.186,3225
0.074,0.232,0.222,0.472,3226
0.628,0.106,0.088,0.178,3227
0.308,0.128,0.098,0.466,3228
0.138,0.188,0.524,0.15,3229
0.19,0.15,0.56,0.1,3230
0.058,0.26,0.458,0.224,3231
0.192,0.066,0.64,0.102,3232
0.168,0.462,0.23,0.14,3233
0.234,0.544,0.05,0.172,3234
0.604,0.104,0.152,0.14,3235
0.174,0.092,0.154,0.58,3236
0.096,0.11,0.51,0.284,3237
0.114,0.174,0.494,0.218,3238
0.114,0.148,0.514,0.224,3239
0.06,0.152,0.544,0.244,3240
0.18,0.558,0.128,0.134,3241
0.588,0.1,0.124,0.188,3242
0.08,0.614,0.138,0.168,3243
0.1,0.56,0.098,0.242,3244
0.216,0.108,0.122,0.554,3245
0.632,0.128,0.08,0.16,3246
0.712,0.074,0.104,0.11,3247
0.106,0.718,0.12,0.056,3248
0.096,0.098,0.646,0.16,3249
0.102,0.36,0.352,0.186,3250
0.674,0.116,0.078,0.132,3251
0.108,0.602,0.076,0.214,3252
0.112,0.084,0.624,0.18,3253
0.55,0.118,0.148,0.184,3254
0.11,0.154,0.454,0.282,3255
0.076,0.162,0.678,0.084,3256
0.09,0.674,0.104,0.132,3257
0.07,0.266,0.598,0.066,3258
0.296,0.092,0.494,0.118,3259
0.208,0.224,0.124,0.444,3260
0.104,0.268,0.128,0.5,3261
0.106,0.22,0.214,0.46,3262
0.406,0.116,0.286,0.192,3263
0.504,0.316,0.106,0.074,3264
0.096,0.1,0.296,0.508,3265
0.09,0.148,0.648,0.114,3266
0.082,0.614,0.094,0.21,3267
0.16,0.406,0.098,0.336,3268
0.486,0.096,0.064,0.354,3269
0.27,0.528,0.044,0.158,3270
0.304,0.07,0.484,0.142,3271
0.558,0.224,0.064,0.154,3272
0.078,0.274,0.226,0.422,3273
0.596,0.088,0.092,0.224,3274
0.094,0.38,0.272,0.254,3275
0.118,0.088,0.16,0.634,3276
0.628,0.074,0.086,0.212,3277
0.046,0.068,0.614,0.272,3278
0.214,0.55,0.054,0.182,3279
0.068,0.16,0.19,0.582,3280
0.53,0.044,0.1,0.326,3281
0.194,0.21,0.252,0.344,3282
0.164,0.47,0.24,0.126,3283
0.034,0.052,0.646,0.268,3284
0.054,0.34,0.514,0.092,3285
0.06,0.554,0.092,0.294,3286
0.106,0.07,0.288,0.536,3287
0.16,0.602,0.052,0.186,3288
0.106,0.3,0.262,0.332,3289
0.23,0.358,0.13,0.282,3290
0.5,0.17,0.266,0.064,3291
0.14,0.138,0.386,0.336,3292
0.058,0.624,0.138,0.18,3293
0.334,0.17,0.252,0.244,3294
0.112,0.296,0.236,0.356,3295
0.346,0.178,0.138,0.338,3296
0.092,0.204,0.526,0.178,3297
0.414,0.356,0.13,0.1,3298
0.044,0.544,0.312,0.1,3299
0.32,0.164,0.412,0.104,3300
0.086,0.114,0.578,0.222,3301
0.11,0.424,0.198,0.268,3302
0.372,0.086,0.362,0.18,3303
0.1,0.126,0.404,0.37,3304
0.106,0.096,0.708,0.09,3305
0.046,0.702,0.118,0.134,3306
0.104,0.094,0.256,0.546,3307
0.682,0.098,0.072,0.148,3308
0.088,0.19,0.574,0.148,3309
0.072,0.066,0.204,0.658,3310
0.148,0.148,0.164,0.54,3311
0.116,0.61,0.072,0.202,3312
0.096,0.658,0.104,0.142,3313
0.296,0.084,0.104,0.516,3314
0.08,0.14,0.224,0.556,3315
0.078,0.222,0.1,0.6,3316
0.098,0.576,0.07,0.256,3317
0.394,0.404,0.1,0.102,3318
0.096,0.392,0.096,0.416,3319
0.38,0.096,0.278,0.246,3320
0.234,0.11,0.08,0.576,3321
0.702,0.064,0.062,0.172,3322
0.13,0.084,0.322,0.464,3323
0.18,0.084,0.252,0.484,3324
0.158,0.12,0.112,0.61,3325
0.07,0.454,0.072,0.404,3326
0.058,0.512,0.266,0.164,3327
0.138,0.346,0.086,0.43,3328
0.436,0.172,0.056,0.336,3329
0.562,0.07,0.304,0.064,3330
0.22,0.06,0.508,0.212,3331
0.136,0.09,0.574,0.2,3332
0.652,0.162,0.1,0.086,3333
0.06,0.074,0.724,0.142,3334
0.522,0.13,0.066,0.282,3335
0.472,0.064,0.094,0.37,3336
0.516,0.158,0.094,0.232,3337
0.358,0.126,0.424,0.092,3338
0.226,0.3,0.084,0.39,3339
0.048,0.382,0.32,0.25,3340
0.052,0.08,0.77,0.098,3341
0.064,0.766,0.094,0.076,3342
0.278,0.272,0.406,0.044,3343
0.436,0.406,0.052,0.106,3344
0.124,0.11,0.386,0.38,3345
0.362,0.3,0.074,0.264,3346
0.126,0.256,0.152,0.466,3347
0.102,0.238,0.326,0.334,3348
0.234,0.094,0.198,0.474,3349
0.108,0.086,0.604,0.202,3350
0.154,0.156,0.39,0.3,3351
0.082,0.316,0.408,0.194,3352
0.088,0.37,0.288,0.254,3353
0.428,0.202,0.184,0.186,3354
0.084,0.394,0.376,0.146,3355
0.346,0.232,0.102,0.32,3356
0.188,0.24,0.132,0.44,3357
0.136,0.304,0.28,0.28,3358
0.194,0.496,0.192,0.118,3359
0.238,0.254,0.184,0.324,3360
0.506,0.196,0.114,0.184,3361
0.256,0.554,0.076,0.114,3362
0.25,0.202,0.378,0.17,3363
0.06,0.072,0.71,0.158,3364
0.092,0.562,0.094,0.252,3365
0.096,0.23,0.558,0.116,3366
0.554,0.09,0.128,0.228,3367
0.1,0.174,0.212,0.514,3368
0.352,0.122,0.076,0.45,3369
0.114,0.328,0.16,0.398,3370
0.262,0.076,0.59,0.072,3371
0.21,0.284,0.082,0.424,3372
0.082,0.166,0.594,0.158,3373
0.064,0.576,0.23,0.13,3374
0.28,0.114,0.372,0.234,3375
0.592,0.116,0.07,0.222,3376
0.208,0.444,0.124,0.224,3377
0.47,0.12,0.156,0.254,3378
0.682,0.066,0.104,0.148,3379
0.466,0.178,0.1,0.256,3380
0.13,0.562,0.078,0.23,3381
0.48,0.126,0.11,0.284,3382
0.102,0.246,0.322,0.33,3383
0.102,0.238,0.286,0.374,3384
0.212,0.142,0.404,0.242,3385
0.564,0.15,0.08,0.206,3386
0.228,0.09,0.294,0.388,3387
0.104,0.092,0.582,0.222,3388
0.198,0.11,0.204,0.488,3389
0.424,0.17,0.15,0.256,3390
0.104,0.198,0.378,0.32,3391
0.192,0.158,0.256,0.394,3392
0.142,0.58,0.092,0.186,3393
0.234,0.17,0.1,0.496,3394
0.118,0.142,0.33,0.41,3395
0.436,0.136,0.122,0.306,3396
0.46,0.182,0.08,0.278,3397
0.106,0.548,0.092,0.254,3398
0.106,0.314,0.138,0.442,3399
0.518,0.152,0.082,0.248,3400
0.108,0.536,0.222,0.134,3401
0.2,0.444,0.142,0.214,3402
0.278,0.29,0.124,0.308,3403
0.11,0.316,0.32,0.254,3404
0.32,0.246,0.168,0.266,3405
0.146,0.298,0.232,0.324,3406
0.364,0.29,0.254,0.092,3407
0.116,0.308,0.26,0.316,3408
0.498,0.126,0.082,0.294,3409
0.48,0.122,0.132,0.266,3410
0.478,0.184,0.186,0.152,3411
0.15,0.318,0.376,0.156,3412
0.082,0.528,0.204,0.186,3413
0.114,0.298,0.298,0.29,3414
0.246,0.44,0.166,0.148,3415
0.212,0.288,0.358,0.142,3416
0.31,0.17,0.338,0.182,3417
0.112,0.128,0.336,0.424,3418
0.112,0.214,0.344,0.33,3419
0.244,0.146,0.294,0.316,3420
0.132,0.524,0.204,0.14,3421
0.412,0.156,0.12,0.312,3422
0.246,0.41,0.15,0.194,3423
0.274,0.418,0.122,0.186,3424
0.198,0.536,0.148,0.118,3425
0.43,0.4,0.07,0.1,3426
0.19,0.532,0.06,0.218,3427
0.228,0.342,0.164,0.266,3428
0.1,0.532,0.12,0.248,3429
0.212,0.414,0.102,0.272,3430
0.18,0.356,0.152,0.312,3431
0.142,0.374,0.332,0.152,3432
0.114,0.332,0.366,0.188,3433
0.168,0.358,0.13,0.344,3434
0.098,0.544,0.094,0.264,3435
0.164,0.112,0.356,0.368,3436
0.114,0.418,0.146,0.322,3437
0.116,0.544,0.144,0.196,3438
0.102,0.558,0.188,0.152,3439
0.55,0.136,0.076,0.238,3440
0.308,0.144,0.14,0.408,3441
0.296,0.132,0.258,0.314,3442
0.234,0.144,0.192,0.43,3443
0.112,0.376,0.156,0.356,3444
0.118,0.156,0.384,0.342,3445
0.246,0.17,0.384,0.2,3446
0.144,0.318,0.172,0.366,3447
0.448,0.162,0.142,0.248,3448
0.084,0.194,0.49,0.232,3449
0.174,0.198,0.13,0.498,3450
0.26,0.218,0.088,0.434,3451
0.18,0.168,0.11,0.542,3452
0.468,0.138,0.102,0.292,3453
