"No","Ch1","Ch2","Ch3","Ch4"
22300,0.434,0.204,0.114,0.248
22301,0.126,0.144,0.546,0.184
22302,0.128,0.38,0.158,0.334
22303,0.234,0.212,0.216,0.338
22304,0.222,0.306,0.11,0.362
22305,0.126,0.302,0.15,0.422
22306,0.136,0.118,0.482,0.264
22307,0.154,0.308,0.116,0.422
22308,0.134,0.312,0.228,0.326
22309,0.366,0.112,0.108,0.414
22310,0.284,0.088,0.164,0.464
22311,0.128,0.386,0.116,0.37
22312,0.42,0.136,0.134,0.31
22313,0.418,0.146,0.084,0.352
22314,0.242,0.256,0.142,0.36
22315,0.264,0.212,0.142,0.382
22316,0.108,0.364,0.118,0.41
22317,0.126,0.398,0.142,0.334
22318,0.194,0.128,0.36,0.318
22319,0.266,0.238,0.114,0.382
22320,0.124,0.208,0.37,0.298
22321,0.288,0.16,0.16,0.392
22322,0.12,0.096,0.426,0.358
22323,0.124,0.25,0.198,0.428
22324,0.098,0.298,0.262,0.342
22325,0.166,0.232,0.122,0.48
22326,0.41,0.114,0.21,0.266
22327,0.396,0.306,0.224,0.074
22328,0.204,0.112,0.402,0.282
22329,0.224,0.202,0.2,0.374
22330,0.296,0.14,0.274,0.29
22331,0.188,0.29,0.1,0.422
22332,0.23,0.108,0.244,0.418
22333,0.41,0.064,0.368,0.158
22334,0.138,0.074,0.528,0.26
22335,0.338,0.198,0.254,0.21
22336,0.39,0.268,0.172,0.17
22337,0.196,0.276,0.384,0.144
22338,0.144,0.29,0.126,0.44
22339,0.142,0.154,0.558,0.146
22340,0.11,0.298,0.112,0.48
22341,0.25,0.172,0.176,0.402
22342,0.204,0.27,0.346,0.18
22343,0.144,0.588,0.136,0.132
22344,0.116,0.402,0.334,0.148
22345,0.514,0.126,0.176,0.184
22346,0.342,0.172,0.154,0.332
22347,0.134,0.296,0.342,0.228
22348,0.108,0.264,0.474,0.154
22349,0.272,0.286,0.268,0.174
22350,0.306,0.18,0.374,0.14
22351,0.242,0.228,0.344,0.186
22352,0.528,0.136,0.184,0.152
22353,0.118,0.136,0.416,0.33
22354,0.182,0.458,0.138,0.222
22355,0.194,0.256,0.21,0.34
22356,0.13,0.146,0.426,0.298
22357,0.182,0.414,0.194,0.21
22358,0.522,0.12,0.18,0.178
22359,0.248,0.366,0.266,0.12
22360,0.176,0.474,0.096,0.254
22361,0.262,0.24,0.128,0.37
22362,0.18,0.208,0.322,0.29
22363,0.138,0.168,0.294,0.4
22364,0.242,0.228,0.302,0.228
22365,0.174,0.264,0.33,0.232
22366,0.43,0.224,0.264,0.082
22367,0.638,0.12,0.096,0.146
22368,0.21,0.564,0.074,0.152
22369,0.14,0.632,0.094,0.134
22370,0.208,0.408,0.146,0.238
22371,0.522,0.088,0.112,0.278
22372,0.336,0.428,0.088,0.148
22373,0.366,0.09,0.18,0.364
22374,0.18,0.606,0.06,0.154
22375,0.08,0.698,0.074,0.148
22376,0.386,0.084,0.126,0.404
22377,0.252,0.42,0.128,0.2
22378,0.074,0.078,0.692,0.156
22379,0.38,0.396,0.062,0.162
22380,0.118,0.134,0.42,0.328
22381,0.068,0.588,0.096,0.248
22382,0.064,0.6,0.084,0.252
22383,0.268,0.178,0.168,0.386
22384,0.292,0.486,0.076,0.146
22385,0.236,0.138,0.372,0.254
22386,0.132,0.378,0.434,0.056
22387,0.148,0.172,0.252,0.428
22388,0.444,0.236,0.062,0.258
22389,0.118,0.238,0.456,0.188
22390,0.122,0.332,0.086,0.46
22391,0.412,0.14,0.126,0.322
22392,0.224,0.242,0.158,0.376
22393,0.074,0.154,0.466,0.306
22394,0.1,0.25,0.274,0.376
22395,0.324,0.366,0.05,0.26
22396,0.084,0.076,0.33,0.51
22397,0.41,0.23,0.096,0.264
22398,0.186,0.138,0.44,0.236
22399,0.076,0.148,0.69,0.086
22400,0.052,0.16,0.702,0.086
22401,0.544,0.076,0.116,0.264
22402,0.2,0.352,0.212,0.236
22403,0.226,0.144,0.19,0.44
22404,0.418,0.088,0.39,0.104
22405,0.078,0.338,0.122,0.462
22406,0.084,0.512,0.114,0.29
22407,0.14,0.126,0.37,0.364
22408,0.084,0.138,0.666,0.112
22409,0.418,0.178,0.248,0.156
22410,0.134,0.528,0.24,0.098
22411,0.13,0.362,0.338,0.17
22412,0.15,0.168,0.566,0.116
22413,0.122,0.136,0.25,0.492
22414,0.176,0.568,0.112,0.144
22415,0.072,0.222,0.556,0.15
22416,0.08,0.156,0.606,0.158
22417,0.24,0.1,0.294,0.366
22418,0.112,0.44,0.272,0.176
22419,0.14,0.3,0.12,0.44
22420,0.12,0.45,0.172,0.258
22421,0.358,0.106,0.414,0.122
22422,0.138,0.24,0.108,0.514
22423,0.118,0.14,0.656,0.086
22424,0.514,0.152,0.112,0.222
22425,0.12,0.296,0.09,0.494
22426,0.352,0.174,0.134,0.34
22427,0.286,0.236,0.132,0.346
22428,0.088,0.23,0.108,0.574
22429,0.588,0.122,0.106,0.184
22430,0.08,0.136,0.526,0.258
22431,0.264,0.17,0.178,0.388
22432,0.314,0.406,0.158,0.122
22433,0.14,0.114,0.124,0.622
22434,0.342,0.156,0.118,0.384
22435,0.108,0.176,0.482,0.234
22436,0.1,0.516,0.122,0.262
22437,0.138,0.116,0.154,0.592
22438,0.144,0.138,0.116,0.602
22439,0.078,0.138,0.58,0.204
22440,0.208,0.354,0.24,0.198
22441,0.332,0.226,0.33,0.112
22442,0.162,0.268,0.434,0.136
22443,0.176,0.482,0.17,0.172
22444,0.24,0.174,0.416,0.17
22445,0.16,0.424,0.22,0.196
22446,0.162,0.262,0.466,0.11
22447,0.29,0.366,0.136,0.208
22448,0.154,0.282,0.42,0.144
22449,0.198,0.458,0.148,0.196
22450,0.204,0.276,0.224,0.296
22451,0.15,0.414,0.25,0.186
22452,0.158,0.36,0.196,0.286
22453,0.184,0.24,0.274,0.302
22454,0.298,0.434,0.16,0.108
22455,0.39,0.196,0.14,0.274
22456,0.256,0.218,0.254,0.272
22457,0.176,0.388,0.25,0.186
22458,0.146,0.362,0.254,0.238
22459,0.342,0.344,0.218,0.096
22460,0.226,0.182,0.438,0.154
22461,0.288,0.182,0.344,0.186
22462,0.324,0.294,0.148,0.234
22463,0.108,0.41,0.134,0.348
22464,0.132,0.232,0.35,0.286
22465,0.464,0.354,0.076,0.106
22466,0.2,0.344,0.138,0.318
22467,0.29,0.426,0.168,0.116
22468,0.262,0.162,0.266,0.31
22469,0.3,0.31,0.222,0.168
22470,0.42,0.286,0.084,0.21
22471,0.416,0.35,0.092,0.142
22472,0.104,0.316,0.36,0.22
22473,0.398,0.302,0.158,0.142
22474,0.446,0.148,0.268,0.138
22475,0.326,0.386,0.16,0.128
22476,0.216,0.12,0.41,0.254
22477,0.118,0.312,0.368,0.202
22478,0.096,0.078,0.402,0.424
22479,0.26,0.132,0.096,0.512
22480,0.064,0.234,0.218,0.484
22481,0.078,0.246,0.092,0.584
22482,0.18,0.194,0.094,0.532
22483,0.106,0.184,0.102,0.608
22484,0.162,0.254,0.056,0.528
22485,0.074,0.316,0.106,0.504
22486,0.112,0.174,0.334,0.38
22487,0.07,0.054,0.284,0.592
22488,0.088,0.122,0.342,0.448
22489,0.198,0.094,0.224,0.484
22490,0.076,0.358,0.1,0.466
22491,0.076,0.332,0.114,0.478
22492,0.126,0.222,0.24,0.412
22493,0.086,0.354,0.266,0.294
22494,0.104,0.082,0.306,0.508
22495,0.09,0.162,0.254,0.494
22496,0.238,0.058,0.114,0.59
22497,0.116,0.53,0.21,0.144
22498,0.126,0.202,0.24,0.432
22499,0.388,0.126,0.096,0.39
22500,0.556,0.124,0.092,0.228
22501,0.414,0.146,0.122,0.318
22502,0.22,0.18,0.11,0.49
22503,0.258,0.12,0.104,0.518
22504,0.108,0.366,0.072,0.454
22505,0.302,0.114,0.116,0.468
22506,0.32,0.168,0.242,0.27
22507,0.092,0.4,0.122,0.386
22508,0.098,0.55,0.088,0.264
22509,0.45,0.114,0.122,0.314
22510,0.092,0.674,0.084,0.15
22511,0.172,0.13,0.462,0.236
22512,0.178,0.13,0.246,0.446
22513,0.146,0.134,0.184,0.536
22514,0.11,0.584,0.112,0.194
22515,0.134,0.12,0.348,0.398
22516,0.106,0.38,0.18,0.334
22517,0.184,0.098,0.264,0.454
22518,0.154,0.158,0.14,0.548
22519,0.11,0.274,0.096,0.52
22520,0.344,0.3,0.076,0.28
22521,0.096,0.344,0.204,0.356
22522,0.084,0.12,0.464,0.332
22523,0.07,0.55,0.114,0.266
22524,0.102,0.118,0.322,0.458
22525,0.272,0.11,0.372,0.246
22526,0.37,0.25,0.066,0.314
22527,0.078,0.358,0.176,0.388
22528,0.096,0.11,0.482,0.312
22529,0.116,0.418,0.178,0.288
22530,0.176,0.118,0.174,0.532
22531,0.116,0.08,0.544,0.26
22532,0.17,0.16,0.072,0.598
22533,0.09,0.334,0.166,0.41
22534,0.25,0.262,0.094,0.394
22535,0.12,0.25,0.25,0.38
22536,0.086,0.354,0.216,0.344
22537,0.094,0.37,0.376,0.16
22538,0.11,0.304,0.112,0.474
22539,0.142,0.29,0.386,0.182
22540,0.168,0.238,0.11,0.484
22541,0.092,0.262,0.22,0.426
22542,0.122,0.144,0.432,0.302
22543,0.372,0.114,0.126,0.388
22544,0.084,0.096,0.528,0.292
22545,0.108,0.466,0.158,0.268
22546,0.352,0.428,0.106,0.114
22547,0.446,0.216,0.212,0.126
22548,0.144,0.102,0.492,0.262
22549,0.38,0.092,0.214,0.314
22550,0.062,0.268,0.492,0.178
22551,0.092,0.334,0.296,0.278
22552,0.202,0.154,0.146,0.498
22553,0.224,0.45,0.08,0.246
22554,0.106,0.086,0.498,0.31
22555,0.102,0.29,0.346,0.262
22556,0.222,0.658,0.074,0.046
22557,0.066,0.206,0.112,0.616
22558,0.172,0.106,0.678,0.044
22559,0.084,0.342,0.222,0.352
22560,0.088,0.174,0.212,0.526
22561,0.078,0.44,0.436,0.046
22562,0.362,0.34,0.256,0.042
22563,0.452,0.058,0.158,0.332
22564,0.402,0.05,0.188,0.36
22565,0.056,0.162,0.406,0.376
22566,0.284,0.492,0.178,0.046
22567,0.12,0.052,0.444,0.384
22568,0.206,0.084,0.086,0.624
22569,0.418,0.06,0.458,0.064
22570,0.122,0.2,0.336,0.342
22571,0.35,0.364,0.026,0.26
22572,0.102,0.506,0.06,0.332
22573,0.424,0.184,0.102,0.29
22574,0.164,0.096,0.328,0.412
22575,0.068,0.388,0.288,0.256
22576,0.276,0.418,0.066,0.24
22577,0.372,0.354,0.122,0.152
22578,0.04,0.342,0.546,0.072
22579,0.082,0.186,0.224,0.508
22580,0.436,0.186,0.262,0.116
22581,0.062,0.158,0.318,0.462
22582,0.39,0.1,0.44,0.07
22583,0.244,0.146,0.334,0.276
22584,0.068,0.326,0.3,0.306
22585,0.252,0.396,0.144,0.208
22586,0.048,0.656,0.084,0.212
22587,0.24,0.086,0.11,0.564
22588,0.246,0.088,0.212,0.454
22589,0.32,0.564,0.076,0.04
22590,0.084,0.08,0.328,0.508
22591,0.284,0.084,0.554,0.078
22592,0.188,0.44,0.212,0.16
22593,0.262,0.24,0.166,0.332
22594,0.132,0.128,0.49,0.25
22595,0.116,0.142,0.282,0.46
22596,0.348,0.264,0.238,0.15
22597,0.138,0.186,0.368,0.308
22598,0.116,0.43,0.114,0.34
22599,0.222,0.148,0.15,0.48
22600,0.136,0.218,0.122,0.524
22601,0.292,0.108,0.112,0.488
22602,0.416,0.164,0.092,0.328
22603,0.332,0.126,0.15,0.392
22604,0.1,0.268,0.282,0.35
22605,0.414,0.156,0.108,0.322
22606,0.174,0.196,0.336,0.294
22607,0.186,0.12,0.276,0.418
22608,0.154,0.41,0.116,0.32
22609,0.184,0.246,0.132,0.438
22610,0.092,0.468,0.138,0.302
22611,0.086,0.174,0.404,0.336
22612,0.128,0.136,0.254,0.482
22613,0.514,0.124,0.126,0.236
22614,0.416,0.164,0.112,0.308
22615,0.16,0.468,0.16,0.212
22616,0.594,0.082,0.116,0.208
22617,0.188,0.136,0.418,0.258
22618,0.384,0.082,0.21,0.324
22619,0.1,0.304,0.124,0.472
22620,0.09,0.46,0.204,0.246
22621,0.218,0.122,0.306,0.354
22622,0.266,0.218,0.122,0.394
22623,0.128,0.394,0.094,0.384
22624,0.056,0.43,0.102,0.412
22625,0.308,0.144,0.108,0.44
22626,0.336,0.106,0.17,0.388
22627,0.224,0.1,0.232,0.444
22628,0.098,0.214,0.49,0.198
22629,0.082,0.284,0.146,0.488
22630,0.252,0.358,0.25,0.14
22631,0.29,0.364,0.138,0.208
22632,0.232,0.302,0.192,0.274
22633,0.148,0.176,0.292,0.384
22634,0.136,0.444,0.174,0.246
22635,0.184,0.394,0.148,0.274
22636,0.15,0.426,0.242,0.182
22637,0.438,0.192,0.162,0.208
22638,0.224,0.25,0.184,0.342
22639,0.19,0.322,0.164,0.324
22640,0.13,0.202,0.406,0.262
22641,0.188,0.352,0.264,0.196
22642,0.148,0.296,0.2,0.356
22643,0.222,0.166,0.234,0.378
22644,0.098,0.292,0.464,0.146
22645,0.248,0.174,0.262,0.316
22646,0.2,0.184,0.27,0.346
22647,0.388,0.262,0.186,0.164
22648,0.46,0.274,0.122,0.144
22649,0.09,0.436,0.158,0.316
22650,0.094,0.344,0.158,0.404
22651,0.106,0.146,0.398,0.35
22652,0.144,0.116,0.206,0.534
22653,0.092,0.282,0.418,0.208
22654,0.124,0.148,0.194,0.534
22655,0.102,0.504,0.138,0.256
22656,0.302,0.222,0.256,0.22
22657,0.356,0.182,0.136,0.326
22658,0.136,0.13,0.226,0.508
22659,0.126,0.202,0.468,0.204
22660,0.496,0.198,0.118,0.188
22661,0.25,0.176,0.332,0.242
22662,0.086,0.218,0.538,0.158
22663,0.148,0.57,0.106,0.176
22664,0.088,0.482,0.14,0.29
22665,0.432,0.178,0.248,0.142
22666,0.312,0.258,0.114,0.316
22667,0.1,0.26,0.416,0.224
22668,0.154,0.24,0.144,0.462
22669,0.154,0.138,0.226,0.482
22670,0.13,0.264,0.198,0.408
22671,0.158,0.092,0.494,0.256
22672,0.326,0.128,0.142,0.404
22673,0.304,0.186,0.128,0.382
22674,0.124,0.134,0.478,0.264
22675,0.14,0.22,0.26,0.38
22676,0.146,0.44,0.12,0.294
22677,0.314,0.14,0.206,0.34
22678,0.168,0.168,0.238,0.426
22679,0.134,0.388,0.098,0.38
22680,0.114,0.214,0.306,0.366
22681,0.12,0.348,0.126,0.406
22682,0.362,0.4,0.042,0.196
22683,0.088,0.09,0.54,0.282
22684,0.166,0.432,0.16,0.242
22685,0.226,0.124,0.25,0.4
22686,0.5,0.09,0.102,0.308
22687,0.064,0.498,0.108,0.33
22688,0.62,0.242,0.086,0.052
22689,0.18,0.482,0.188,0.15
22690,0.05,0.296,0.528,0.126
22691,0.102,0.532,0.294,0.072
22692,0.09,0.416,0.134,0.36
22693,0.096,0.532,0.076,0.296
22694,0.73,0.048,0.102,0.12
22695,0.264,0.088,0.334,0.314
22696,0.094,0.486,0.064,0.356
22697,0.062,0.552,0.088,0.298
22698,0.292,0.366,0.05,0.292
22699,0.728,0.046,0.084,0.142
22700,0.468,0.06,0.1,0.372
22701,0.078,0.376,0.054,0.492
22702,0.212,0.102,0.524,0.162
22703,0.388,0.058,0.492,0.062
22704,0.07,0.454,0.058,0.418
22705,0.054,0.348,0.136,0.462
22706,0.318,0.094,0.282,0.306
22707,0.084,0.484,0.188,0.244
22708,0.07,0.21,0.39,0.33
22709,0.116,0.598,0.08,0.206
22710,0.188,0.272,0.118,0.422
22711,0.566,0.124,0.148,0.162
22712,0.196,0.294,0.13,0.38
22713,0.22,0.15,0.198,0.432
22714,0.092,0.144,0.41,0.354
22715,0.286,0.278,0.126,0.31
22716,0.206,0.122,0.198,0.474
22717,0.164,0.13,0.292,0.414
22718,0.312,0.118,0.156,0.414
22719,0.502,0.102,0.112,0.284
22720,0.07,0.232,0.236,0.462
22721,0.392,0.176,0.078,0.354
22722,0.178,0.152,0.222,0.448
22723,0.126,0.33,0.086,0.458
22724,0.234,0.102,0.426,0.238
22725,0.156,0.398,0.238,0.208
22726,0.132,0.532,0.108,0.228
22727,0.122,0.25,0.482,0.146
22728,0.108,0.406,0.248,0.238
22729,0.308,0.298,0.192,0.202
22730,0.14,0.314,0.18,0.366
22731,0.09,0.444,0.204,0.262
22732,0.306,0.316,0.144,0.234
22733,0.186,0.43,0.186,0.198
22734,0.128,0.508,0.146,0.218
22735,0.09,0.442,0.408,0.06
22736,0.134,0.204,0.464,0.198
22737,0.408,0.224,0.084,0.284
22738,0.396,0.16,0.224,0.22
22739,0.26,0.334,0.124,0.282
22740,0.136,0.52,0.166,0.178
22741,0.58,0.14,0.176,0.104
22742,0.162,0.32,0.464,0.054
22743,0.144,0.506,0.108,0.242
22744,0.192,0.488,0.138,0.182
22745,0.314,0.208,0.136,0.342
22746,0.144,0.356,0.302,0.198
22747,0.548,0.166,0.124,0.162
22748,0.408,0.11,0.378,0.104
22749,0.086,0.26,0.462,0.192
22750,0.286,0.186,0.438,0.09
22751,0.224,0.268,0.404,0.104
22752,0.386,0.182,0.282,0.15
22753,0.386,0.348,0.162,0.104
22754,0.384,0.364,0.176,0.076
22755,0.13,0.266,0.314,0.29
22756,0.268,0.222,0.282,0.228
22757,0.3,0.114,0.24,0.346
22758,0.136,0.304,0.452,0.108
22759,0.382,0.298,0.096,0.224
22760,0.134,0.208,0.496,0.162
22761,0.088,0.468,0.126,0.318
22762,0.074,0.406,0.42,0.1
22763,0.068,0.574,0.148,0.21
22764,0.212,0.528,0.054,0.206
22765,0.32,0.33,0.09,0.26
22766,0.37,0.256,0.27,0.104
22767,0.168,0.084,0.464,0.284
22768,0.098,0.156,0.384,0.362
22769,0.106,0.678,0.086,0.13
22770,0.568,0.178,0.056,0.198
22771,0.294,0.092,0.488,0.126
22772,0.458,0.15,0.182,0.21
22773,0.084,0.56,0.086,0.27
22774,0.054,0.408,0.33,0.208
22775,0.056,0.656,0.18,0.108
22776,0.208,0.334,0.12,0.338
22777,0.094,0.46,0.288,0.158
22778,0.106,0.138,0.49,0.266
22779,0.248,0.388,0.202,0.162
22780,0.228,0.432,0.22,0.12
22781,0.088,0.184,0.504,0.224
22782,0.098,0.072,0.354,0.476
22783,0.084,0.096,0.478,0.342
22784,0.074,0.51,0.082,0.334
22785,0.212,0.34,0.19,0.258
22786,0.158,0.058,0.364,0.42
22787,0.348,0.098,0.1,0.454
22788,0.526,0.092,0.1,0.282
22789,0.434,0.07,0.108,0.388
22790,0.07,0.31,0.476,0.144
22791,0.074,0.308,0.066,0.552
22792,0.05,0.052,0.786,0.112
22793,0.726,0.098,0.06,0.116
22794,0.062,0.244,0.358,0.336
22795,0.144,0.426,0.094,0.336
22796,0.55,0.052,0.07,0.328
22797,0.05,0.056,0.642,0.252
22798,0.078,0.09,0.304,0.528
22799,0.608,0.058,0.072,0.262
22800,0.328,0.102,0.252,0.318
22801,0.122,0.32,0.256,0.302
22802,0.074,0.34,0.21,0.376
22803,0.576,0.198,0.094,0.132
22804,0.276,0.082,0.336,0.306
22805,0.246,0.306,0.126,0.322
22806,0.11,0.418,0.106,0.366
22807,0.386,0.104,0.286,0.224
22808,0.094,0.386,0.208,0.312
22809,0.136,0.258,0.398,0.208
22810,0.138,0.506,0.188,0.168
22811,0.168,0.144,0.362,0.326
22812,0.15,0.39,0.138,0.322
22813,0.418,0.118,0.22,0.244
22814,0.208,0.474,0.108,0.21
22815,0.2,0.454,0.102,0.244
22816,0.182,0.236,0.14,0.442
22817,0.5,0.184,0.102,0.214
22818,0.118,0.446,0.27,0.166
22819,0.182,0.154,0.436,0.228
22820,0.122,0.25,0.494,0.134
22821,0.108,0.142,0.342,0.408
22822,0.21,0.132,0.406,0.252
22823,0.116,0.392,0.104,0.388
22824,0.088,0.46,0.112,0.34
22825,0.252,0.112,0.552,0.084
22826,0.152,0.122,0.202,0.524
22827,0.528,0.104,0.11,0.258
22828,0.134,0.188,0.556,0.122
22829,0.068,0.454,0.232,0.246
22830,0.102,0.138,0.636,0.124
22831,0.102,0.546,0.098,0.254
22832,0.124,0.096,0.588,0.192
22833,0.17,0.638,0.062,0.13
22834,0.114,0.098,0.258,0.53
22835,0.224,0.174,0.122,0.48
22836,0.14,0.45,0.074,0.336
22837,0.112,0.32,0.15,0.418
22838,0.252,0.19,0.134,0.424
22839,0.14,0.218,0.298,0.344
22840,0.402,0.084,0.136,0.378
22841,0.206,0.126,0.118,0.55
22842,0.42,0.11,0.11,0.36
22843,0.26,0.118,0.35,0.272
22844,0.254,0.16,0.512,0.074
22845,0.352,0.174,0.336,0.138
22846,0.094,0.49,0.214,0.202
22847,0.394,0.238,0.078,0.29
22848,0.204,0.25,0.106,0.44
22849,0.35,0.104,0.41,0.136
22850,0.346,0.124,0.366,0.164
22851,0.134,0.396,0.238,0.232
22852,0.388,0.22,0.176,0.216
22853,0.382,0.12,0.36,0.138
22854,0.144,0.238,0.132,0.486
22855,0.444,0.19,0.126,0.24
22856,0.096,0.158,0.394,0.352
22857,0.146,0.112,0.292,0.45
22858,0.172,0.248,0.402,0.178
22859,0.206,0.612,0.06,0.122
22860,0.132,0.194,0.226,0.448
22861,0.208,0.274,0.24,0.278
22862,0.11,0.272,0.176,0.442
22863,0.184,0.51,0.078,0.228
22864,0.098,0.374,0.182,0.346
22865,0.348,0.258,0.116,0.278
22866,0.132,0.08,0.484,0.304
22867,0.146,0.138,0.488,0.228
22868,0.108,0.186,0.262,0.444
22869,0.314,0.132,0.206,0.348
22870,0.372,0.184,0.16,0.284
22871,0.106,0.618,0.074,0.202
22872,0.092,0.586,0.092,0.23
22873,0.174,0.208,0.19,0.428
22874,0.158,0.402,0.098,0.342
22875,0.096,0.504,0.194,0.206
22876,0.13,0.544,0.108,0.218
22877,0.342,0.158,0.128,0.372
22878,0.16,0.11,0.448,0.282
22879,0.172,0.178,0.42,0.23
22880,0.258,0.228,0.366,0.148
22881,0.35,0.122,0.26,0.268
22882,0.114,0.558,0.09,0.238
22883,0.192,0.138,0.332,0.338
22884,0.154,0.202,0.318,0.326
22885,0.388,0.164,0.088,0.36
22886,0.266,0.118,0.108,0.508
22887,0.12,0.54,0.09,0.25
22888,0.518,0.226,0.096,0.16
22889,0.094,0.178,0.514,0.214
22890,0.236,0.506,0.102,0.156
22891,0.22,0.328,0.214,0.238
22892,0.322,0.138,0.37,0.17
22893,0.502,0.136,0.192,0.17
22894,0.128,0.194,0.18,0.498
22895,0.332,0.304,0.128,0.236
22896,0.32,0.558,0.026,0.096
22897,0.062,0.22,0.572,0.146
22898,0.376,0.164,0.29,0.17
22899,0.628,0.152,0.078,0.142
22900,0.236,0.374,0.094,0.296
22901,0.234,0.426,0.118,0.222
22902,0.11,0.552,0.106,0.232
22903,0.126,0.214,0.562,0.098
22904,0.74,0.072,0.082,0.106
22905,0.436,0.344,0.074,0.146
22906,0.61,0.242,0.044,0.104
22907,0.09,0.222,0.564,0.124
22908,0.398,0.316,0.2,0.086
22909,0.162,0.68,0.066,0.092
22910,0.44,0.192,0.12,0.248
22911,0.192,0.388,0.16,0.26
22912,0.12,0.622,0.198,0.06
22913,0.272,0.412,0.248,0.068
22914,0.124,0.274,0.364,0.238
22915,0.452,0.166,0.158,0.224
22916,0.158,0.318,0.168,0.356
22917,0.276,0.178,0.168,0.378
22918,0.432,0.162,0.142,0.264
22919,0.16,0.59,0.124,0.126
22920,0.146,0.106,0.556,0.192
22921,0.328,0.194,0.168,0.31
22922,0.114,0.39,0.162,0.334
22923,0.102,0.294,0.174,0.43
22924,0.572,0.116,0.162,0.15
22925,0.246,0.26,0.138,0.356
22926,0.318,0.118,0.3,0.264
22927,0.13,0.14,0.204,0.526
22928,0.364,0.256,0.142,0.238
22929,0.162,0.444,0.276,0.118
22930,0.132,0.25,0.362,0.256
22931,0.346,0.198,0.32,0.136
22932,0.15,0.178,0.144,0.528
22933,0.306,0.162,0.144,0.388
22934,0.208,0.144,0.258,0.39
22935,0.136,0.516,0.126,0.222
22936,0.44,0.124,0.204,0.232
22937,0.424,0.138,0.16,0.278
22938,0.472,0.218,0.112,0.198
22939,0.178,0.228,0.232,0.362
22940,0.184,0.148,0.382,0.286
22941,0.134,0.118,0.498,0.25
22942,0.12,0.358,0.404,0.118
22943,0.158,0.278,0.148,0.416
22944,0.14,0.304,0.138,0.418
22945,0.246,0.206,0.172,0.376
22946,0.144,0.166,0.318,0.372
22947,0.224,0.514,0.114,0.148
22948,0.236,0.128,0.242,0.394
22949,0.092,0.386,0.236,0.286
22950,0.154,0.248,0.146,0.452
22951,0.112,0.454,0.134,0.3
22952,0.222,0.288,0.14,0.35
22953,0.628,0.082,0.086,0.204
22954,0.11,0.086,0.396,0.408
22955,0.204,0.478,0.122,0.196
22956,0.178,0.326,0.114,0.382
22957,0.172,0.094,0.5,0.234
22958,0.628,0.134,0.088,0.15
22959,0.084,0.084,0.588,0.244
22960,0.304,0.53,0.086,0.08
22961,0.086,0.152,0.538,0.224
22962,0.082,0.082,0.724,0.112
22963,0.094,0.402,0.134,0.37
22964,0.088,0.104,0.548,0.26
22965,0.206,0.418,0.086,0.29
22966,0.078,0.102,0.644,0.176
22967,0.062,0.586,0.264,0.088
22968,0.1,0.448,0.324,0.128
22969,0.16,0.304,0.386,0.15
22970,0.298,0.152,0.414,0.136
22971,0.128,0.126,0.548,0.198
22972,0.184,0.614,0.092,0.11
22973,0.118,0.186,0.098,0.598
22974,0.1,0.118,0.53,0.252
22975,0.218,0.166,0.486,0.13
22976,0.11,0.132,0.278,0.48
22977,0.108,0.224,0.472,0.196
22978,0.11,0.156,0.384,0.35
22979,0.114,0.154,0.3,0.432
22980,0.28,0.48,0.092,0.148
22981,0.17,0.41,0.09,0.33
22982,0.16,0.106,0.18,0.554
22983,0.206,0.554,0.078,0.162
22984,0.116,0.326,0.162,0.396
22985,0.276,0.094,0.074,0.556
22986,0.402,0.164,0.136,0.298
22987,0.12,0.122,0.472,0.286
22988,0.106,0.092,0.576,0.226
22989,0.52,0.132,0.118,0.23
22990,0.132,0.182,0.112,0.574
22991,0.524,0.074,0.096,0.306
22992,0.282,0.49,0.078,0.15
22993,0.238,0.082,0.538,0.142
22994,0.546,0.24,0.098,0.116
22995,0.096,0.29,0.316,0.298
22996,0.626,0.12,0.056,0.198
22997,0.192,0.338,0.246,0.224
22998,0.214,0.128,0.11,0.548
22999,0.644,0.068,0.09,0.198
23000,0.078,0.084,0.628,0.21
23001,0.164,0.56,0.084,0.192
23002,0.108,0.138,0.314,0.44
23003,0.568,0.088,0.124,0.22
23004,0.16,0.246,0.308,0.286
23005,0.144,0.396,0.294,0.166
23006,0.062,0.094,0.594,0.25
23007,0.046,0.378,0.496,0.08
23008,0.08,0.47,0.116,0.334
23009,0.098,0.108,0.37,0.424
23010,0.534,0.13,0.094,0.242
23011,0.362,0.134,0.164,0.34
23012,0.226,0.128,0.28,0.366
23013,0.246,0.14,0.188,0.426
23014,0.096,0.37,0.16,0.374
23015,0.11,0.168,0.392,0.33
23016,0.212,0.15,0.432,0.206
23017,0.16,0.306,0.214,0.32
23018,0.402,0.12,0.186,0.292
23019,0.106,0.188,0.452,0.254
23020,0.246,0.188,0.12,0.446
23021,0.28,0.214,0.098,0.408
23022,0.184,0.154,0.148,0.514
23023,0.456,0.112,0.068,0.364
23024,0.204,0.308,0.144,0.344
23025,0.104,0.274,0.212,0.41
23026,0.554,0.09,0.13,0.226
23027,0.184,0.224,0.144,0.448
23028,0.112,0.516,0.092,0.28
23029,0.066,0.092,0.418,0.424
23030,0.396,0.238,0.092,0.274
23031,0.082,0.144,0.248,0.526
23032,0.156,0.39,0.274,0.18
23033,0.444,0.12,0.102,0.334
23034,0.128,0.278,0.118,0.476
